repo,relative_path,file_type,classification,action_needed
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/bun/serve-static.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/bun/server.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/bun/ssg.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/bun/websocket.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/cloudflare-pages/handler.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/cloudflare-pages/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/cloudflare-workers/conninfo.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/cloudflare-workers/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/cloudflare-workers/serve-static-module.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/cloudflare-workers/serve-static.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/cloudflare-workers/utils.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/cloudflare-workers/websocket.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/deno/conninfo.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/deno/deno.d.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/deno/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/deno/serve-static.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/deno/ssg.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/deno/websocket.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/lambda-edge/conninfo.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/lambda-edge/handler.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/lambda-edge/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/netlify/handler.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/netlify/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/netlify/mod.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/service-worker/handler.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/service-worker/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/service-worker/types.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/vercel/conninfo.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/vercel/handler.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/adapter/vercel/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/aws-lambda/handler.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/aws-lambda/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/aws-lambda/types.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/bun/conninfo.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/bun/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/bun/serve-static.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/bun/server.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/bun/ssg.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/bun/websocket.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/cloudflare-pages/handler.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/cloudflare-pages/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/cloudflare-workers/conninfo.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/cloudflare-workers/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/cloudflare-workers/serve-static-module.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/cloudflare-workers/serve-static.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/cloudflare-workers/utils.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/cloudflare-workers/websocket.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/deno/conninfo.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/deno/deno.d.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/deno/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/deno/serve-static.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/deno/ssg.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/deno/websocket.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/lambda-edge/conninfo.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/lambda-edge/handler.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/lambda-edge/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/netlify/handler.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/netlify/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/netlify/mod.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/service-worker/handler.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/service-worker/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/service-worker/types.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/vercel/conninfo.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/vercel/handler.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/adapter/vercel/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/client/client.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/client/fetch-result-please.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/client/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/client/types.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/client/utils.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/compose.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/context.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/accepts/accepts.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/accepts/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/adapter/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/conninfo/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/conninfo/types.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/cookie/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/css/common.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/css/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/dev/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/factory/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/html/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/proxy/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/route/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/ssg/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/ssg/middleware.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/ssg/ssg.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/ssg/utils.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/streaming/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/streaming/sse.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/streaming/stream.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/streaming/text.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/streaming/utils.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/testing/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/helper/websocket/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/hono-base.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/hono.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/http-exception.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/base.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/children.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/components.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/constants.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/context.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/dom/client.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/dom/components.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/dom/context.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/dom/css.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/dom/hooks/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/dom/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/dom/intrinsic-element/components.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/dom/jsx-dev-runtime.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/dom/jsx-runtime.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/dom/render.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/dom/server.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/dom/utils.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/hooks/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/intrinsic-element/common.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/intrinsic-element/components.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/intrinsic-elements.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/jsx-dev-runtime.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/jsx-runtime.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/streaming.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/types.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/jsx/utils.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/basic-auth/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/bearer-auth/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/body-limit/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/cache/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/combine/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/compress/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/context-storage/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/cors/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/csrf/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/etag/digest.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/etag/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/ip-restriction/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/jsx-renderer/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/jwk/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/jwk/jwk.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/jwt/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/jwt/jwt.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/language/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/language/language.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/logger/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/method-override/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/powered-by/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/pretty-json/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/request-id/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/request-id/request-id.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/secure-headers/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/secure-headers/permissions-policy.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/secure-headers/secure-headers.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/serve-static/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/serve-static/path.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/timeout/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/timing/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/timing/timing.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/middleware/trailing-slash/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/package.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/preset/quick.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/preset/tiny.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/request/constants.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/request.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/router/linear-router/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/router/linear-router/router.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/router/pattern-router/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/router/pattern-router/router.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/router/reg-exp-router/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/router/reg-exp-router/matcher.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/router/reg-exp-router/node.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/router/reg-exp-router/prepared-router.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/router/reg-exp-router/router.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/router/reg-exp-router/trie.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/router/smart-router/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/router/smart-router/router.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/router/trie-router/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/router/trie-router/node.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/router/trie-router/router.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/router.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/types.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/accept.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/basic-auth.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/body.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/buffer.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/color.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/compress.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/concurrent.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/constants.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/cookie.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/crypto.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/encode.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/filepath.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/handler.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/headers.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/html.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/http-status.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/ipaddr.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/jwt/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/jwt/jwa.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/jwt/jws.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/jwt/jwt.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/jwt/types.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/hono/dist/cjs/utils/jwt/utf8.js,other,EVALUATE,REVIEW
